name,bftId,level,office,party,evidence,sourceUrl,source,links,handleSource,stance,votingRecord,redLineCheck,researchNotes,addedBy,related
Ayanna Pressley,pol-f607f35a,National,"US Representative, MA-7",Democrat,"RED LINE (Tier 1, GENUINE). Voted against Israel defense funding, and the surrounding pattern confirms it is not fiscal: only 57.1% pro-Israel across 30 clean votes. Sourced from House Clerk roll-call XML, not assertion.",,https://clerk.house.gov/evs/2021/roll275.xml,x.com/ayannapressley,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),hostile,"MEASURED: 12/21 (57.1%) pro-Israel across 30 clean Israel-related House roll calls, 2015-2026. Voted NO on Israel DEFENSE FUNDING: H.R.5323 Iron Dome Supplemental Appropriations Act (23 Sep 2021; passed 420-9-2); H.R.8034 Israel Security Supplemental Appropriations Act, 2024 (20 Apr 2024; passed 366-58). Voted NO on BOTH defense-funding bills -- the hardest signal in the dataset.",,,Claude (proactive),
"Jesús G. ""Chuy"" García",pol-9f4544f1,National,"US Representative, IL-4",Democrat,"RED LINE (Tier 1, GENUINE). Voted against Israel defense funding, and the surrounding pattern confirms it is not fiscal: only 63.6% pro-Israel across 30 clean votes. Sourced from House Clerk roll-call XML, not assertion.",,https://clerk.house.gov/evs/2021/roll275.xml,,,hostile,"MEASURED: 14/22 (63.6%) pro-Israel across 30 clean Israel-related House roll calls, 2015-2026. Voted NO on Israel DEFENSE FUNDING: H.R.5323 Iron Dome Supplemental Appropriations Act (23 Sep 2021; passed 420-9-2); H.R.8034 Israel Security Supplemental Appropriations Act, 2024 (20 Apr 2024; passed 366-58). Voted NO on BOTH defense-funding bills -- the hardest signal in the dataset.",,,Claude (proactive),
André Carson,pol-501867df,National,"US Representative, IN-7",Democrat,"RED LINE (Tier 1, GENUINE). Voted against Israel defense funding, and the surrounding pattern confirms it is not fiscal: only 72.4% pro-Israel across 30 clean votes. Sourced from House Clerk roll-call XML, not assertion.",,https://clerk.house.gov/evs/2021/roll275.xml,x.com/andrecarson,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),hostile,"MEASURED: 21/29 (72.4%) pro-Israel across 30 clean Israel-related House roll calls, 2015-2026. Voted NO on Israel DEFENSE FUNDING: H.R.5323 Iron Dome Supplemental Appropriations Act (23 Sep 2021; passed 420-9-2); H.R.8034 Israel Security Supplemental Appropriations Act, 2024 (20 Apr 2024; passed 366-58). Voted NO on BOTH defense-funding bills -- the hardest signal in the dataset.",,,Claude (proactive),
Jamaal Bowman,pol-5caa6f59,National,"US Representative, NY-16",Democrat,"RED LINE (Tier 1, GENUINE). Voted against Israel defense funding, and the surrounding pattern confirms it is not fiscal: only 50.0% pro-Israel across 30 clean votes. Sourced from House Clerk roll-call XML, not assertion.",,https://clerk.house.gov/evs/2024/roll152.xml,x.com/jamaalbowman,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),hostile,"MEASURED: 8/16 (50.0%) pro-Israel across 30 clean Israel-related House roll calls, 2015-2026. Voted NO on Israel DEFENSE FUNDING: H.R.8034 Israel Security Supplemental Appropriations Act, 2024 (20 Apr 2024; passed 366-58).",,,Claude (proactive),
Delia C. Ramirez,pol-8b03a1da,National,"US Representative, IL-3",Democrat,"RED LINE (Tier 1, GENUINE). Voted against Israel defense funding, and the surrounding pattern confirms it is not fiscal: only 50.0% pro-Israel across 30 clean votes. Sourced from House Clerk roll-call XML, not assertion.",,https://clerk.house.gov/evs/2024/roll152.xml,x.com/delia_ramirez,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),hostile,"MEASURED: 9/18 (50.0%) pro-Israel across 30 clean Israel-related House roll calls, 2015-2026. Voted NO on Israel DEFENSE FUNDING: H.R.8034 Israel Security Supplemental Appropriations Act, 2024 (20 Apr 2024; passed 366-58).",,,Claude (proactive),
Marie Newman,pol-eb11a849,National,"US Representative, IL-3",Democrat,"RED LINE (Tier 1, GENUINE). Voted against Israel defense funding, and the surrounding pattern confirms it is not fiscal: only 50.0% pro-Israel across 30 clean votes. Sourced from House Clerk roll-call XML, not assertion.",,https://clerk.house.gov/evs/2021/roll275.xml,x.com/marienewman,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),hostile,"MEASURED: 1/2 (50.0%) pro-Israel across 30 clean Israel-related House roll calls, 2015-2026. Voted NO on Israel DEFENSE FUNDING: H.R.5323 Iron Dome Supplemental Appropriations Act (23 Sep 2021; passed 420-9-2).",,,Claude (proactive),
Alexandria Ocasio-Cortez,pol-461ef1a8,National,"US Representative, NY-14",Democrat,"RED LINE (Tier 1, GENUINE). Voted against Israel defense funding, and the surrounding pattern confirms it is not fiscal: only 54.5% pro-Israel across 30 clean votes. Sourced from House Clerk roll-call XML, not assertion.",,https://clerk.house.gov/evs/2024/roll152.xml,,,hostile,"MEASURED: 12/22 (54.5%) pro-Israel across 30 clean Israel-related House roll calls, 2015-2026. Voted NO on Israel DEFENSE FUNDING: H.R.8034 Israel Security Supplemental Appropriations Act, 2024 (20 Apr 2024; passed 366-58).",,,Claude (proactive),
Summer L. Lee,pol-cc9ee320,National,"US Representative, PA-12",Democrat,"RED LINE (Tier 1, GENUINE). Voted against Israel defense funding, and the surrounding pattern confirms it is not fiscal: only 55.6% pro-Israel across 30 clean votes. Sourced from House Clerk roll-call XML, not assertion.",,https://clerk.house.gov/evs/2024/roll152.xml,x.com/summer_lee,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),hostile,"MEASURED: 10/18 (55.6%) pro-Israel across 30 clean Israel-related House roll calls, 2015-2026. Voted NO on Israel DEFENSE FUNDING: H.R.8034 Israel Security Supplemental Appropriations Act, 2024 (20 Apr 2024; passed 366-58).",,,Claude (proactive),
Pramila Jayapal,pol-fd66be92,National,"US Representative, WA-7",Democrat,"RED LINE (Tier 1, GENUINE). Voted against Israel defense funding, and the surrounding pattern confirms it is not fiscal: only 72.0% pro-Israel across 30 clean votes. Sourced from House Clerk roll-call XML, not assertion.",,https://clerk.house.gov/evs/2024/roll152.xml,x.com/pramilajayapal,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),hostile,"MEASURED: 18/25 (72.0%) pro-Israel across 30 clean Israel-related House roll calls, 2015-2026. Voted NO on Israel DEFENSE FUNDING: H.R.8034 Israel Security Supplemental Appropriations Act, 2024 (20 Apr 2024; passed 366-58).",,,Claude (proactive),
Jonathan L. Jackson,pol-81f52bc9,National,"US Representative, IL-1",Democrat,"REVIEW (Tier 2). Voted against Israel defense funding, but the record is mixed at 76.5% pro across 30 clean votes -- not clearly hostility, not clearly fiscal. NEEDS A HUMAN CALL (Andy).",,https://clerk.house.gov/evs/2024/roll152.xml,x.com/jonathanjackson,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),yellowflag,"MEASURED: 13/17 (76.5%) pro-Israel across 30 clean Israel-related House roll calls, 2015-2026. Voted NO on Israel DEFENSE FUNDING: H.R.8034 Israel Security Supplemental Appropriations Act, 2024 (20 Apr 2024; passed 366-58).",,,Claude (proactive),
Greg Casar,pol-3dbd2d9d,National,"US Representative, TX-35",Democrat,"REVIEW (Tier 2). Voted against Israel defense funding, but the record is mixed at 77.8% pro across 30 clean votes -- not clearly hostility, not clearly fiscal. NEEDS A HUMAN CALL (Andy).",,https://clerk.house.gov/evs/2024/roll152.xml,x.com/gregcasar,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),yellowflag,"MEASURED: 14/18 (77.8%) pro-Israel across 30 clean Israel-related House roll calls, 2015-2026. Voted NO on Israel DEFENSE FUNDING: H.R.8034 Israel Security Supplemental Appropriations Act, 2024 (20 Apr 2024; passed 366-58).",,,Claude (proactive),
Barbara Lee,pol-5e762f4f,National,"US Representative, CA-12",Democrat,"REVIEW (Tier 2). Voted against Israel defense funding, but the record is mixed at 78.3% pro across 30 clean votes -- not clearly hostility, not clearly fiscal. NEEDS A HUMAN CALL (Andy).",,https://clerk.house.gov/evs/2024/roll152.xml,x.com/barbaralee,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),yellowflag,"MEASURED: 18/23 (78.3%) pro-Israel across 30 clean Israel-related House roll calls, 2015-2026. Voted NO on Israel DEFENSE FUNDING: H.R.8034 Israel Security Supplemental Appropriations Act, 2024 (20 Apr 2024; passed 366-58).",,,Claude (proactive),
Raúl M. Grijalva,pol-4c66f9ed,National,"US Representative, AZ-7",Democrat,"REVIEW (Tier 2). Voted against Israel defense funding, but the record is mixed at 82.6% pro across 30 clean votes -- not clearly hostility, not clearly fiscal. NEEDS A HUMAN CALL (Andy).",,https://clerk.house.gov/evs/2021/roll275.xml,x.com/raulgrijalva,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),yellowflag,"MEASURED: 19/23 (82.6%) pro-Israel across 30 clean Israel-related House roll calls, 2015-2026. Voted NO on Israel DEFENSE FUNDING: H.R.5323 Iron Dome Supplemental Appropriations Act (23 Sep 2021; passed 420-9-2).",,,Claude (proactive),
Nydia M. Velázquez,pol-cea1d6d8,National,"US Representative, NY-7",Democrat,"REVIEW (Tier 2). Voted against Israel defense funding, but the record is mixed at 82.8% pro across 30 clean votes -- not clearly hostility, not clearly fiscal. NEEDS A HUMAN CALL (Andy).",,https://clerk.house.gov/evs/2024/roll152.xml,x.com/nydiavelazquez,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),yellowflag,"MEASURED: 24/29 (82.8%) pro-Israel across 30 clean Israel-related House roll calls, 2015-2026. Voted NO on Israel DEFENSE FUNDING: H.R.8034 Israel Security Supplemental Appropriations Act, 2024 (20 Apr 2024; passed 366-58).",,,Claude (proactive),
Maxwell Frost,pol-11792297,National,"US Representative, FL-10",Democrat,"REVIEW (Tier 2). Voted against Israel defense funding, but the record is mixed at 83.3% pro across 30 clean votes -- not clearly hostility, not clearly fiscal. NEEDS A HUMAN CALL (Andy).",,https://clerk.house.gov/evs/2024/roll152.xml,x.com/themaxwellfrost,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),yellowflag,"MEASURED: 15/18 (83.3%) pro-Israel across 30 clean Israel-related House roll calls, 2015-2026. Voted NO on Israel DEFENSE FUNDING: H.R.8034 Israel Security Supplemental Appropriations Act, 2024 (20 Apr 2024; passed 366-58).",,,Claude (proactive),
"Henry C. ""Hank"" Johnson, Jr.",pol-32865bcb,National,"US Representative, GA-4",Democrat,"REVIEW (Tier 2). Voted against Israel defense funding, but the record is mixed at 83.3% pro across 30 clean votes -- not clearly hostility, not clearly fiscal. NEEDS A HUMAN CALL (Andy).",,https://clerk.house.gov/evs/2024/roll152.xml,,,yellowflag,"MEASURED: 25/30 (83.3%) pro-Israel across 30 clean Israel-related House roll calls, 2015-2026. Voted NO on Israel DEFENSE FUNDING: H.R.8034 Israel Security Supplemental Appropriations Act, 2024 (20 Apr 2024; passed 366-58).",,,Claude (proactive),
Earl Blumenauer,pol-07f46edd,National,"US Representative, OR-3",Democrat,"REVIEW (Tier 2). Voted against Israel defense funding, but the record is mixed at 84.6% pro across 30 clean votes -- not clearly hostility, not clearly fiscal. NEEDS A HUMAN CALL (Andy).",,https://clerk.house.gov/evs/2024/roll152.xml,x.com/earlblumenauer,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),yellowflag,"MEASURED: 22/26 (84.6%) pro-Israel across 30 clean Israel-related House roll calls, 2015-2026. Voted NO on Israel DEFENSE FUNDING: H.R.8034 Israel Security Supplemental Appropriations Act, 2024 (20 Apr 2024; passed 366-58).",,,Claude (proactive),
Mark Pocan,pol-357bba66,National,"US Representative, WI-2",Democrat,"REVIEW (Tier 2). Voted against Israel defense funding, but the record is mixed at 86.2% pro across 30 clean votes -- not clearly hostility, not clearly fiscal. NEEDS A HUMAN CALL (Andy).",,https://clerk.house.gov/evs/2024/roll152.xml,x.com/markpocan,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),yellowflag,"MEASURED: 25/29 (86.2%) pro-Israel across 30 clean Israel-related House roll calls, 2015-2026. Voted NO on Israel DEFENSE FUNDING: H.R.8034 Israel Security Supplemental Appropriations Act, 2024 (20 Apr 2024; passed 366-58).",,,Claude (proactive),
Marjorie Taylor Greene,pol-0ad7fbf5,National,"US Representative, GA-14",Republican,REVIEW (Tier 2) -- but the lifetime average MISLEADS. 87.5% pro-Israel is backloaded with older votes; her recent trajectory is sharply hostile and she has aligned with the Tucker/Fuentes current this project exists to counter. VOTING RECORD AND CONDUCT DIVERGE HERE -- weight the conduct.,,https://clerk.house.gov/evs/2024/roll152.xml,,,yellowflag,"MEASURED: 14/16 (87.5%) pro-Israel across 30 clean Israel-related House roll calls, 2015-2026. Voted NO on Israel DEFENSE FUNDING: H.R.8034 Israel Security Supplemental Appropriations Act, 2024 (20 Apr 2024; passed 366-58).",,,Claude (proactive),
